@relation 'census_income-weka.filters.unsupervised.attribute.Remove-R2-4,7,9,14'

@attribute age numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
40,11,Married-civ-spouse,Husband,Male,0,0,30,<=50K
38,13,Married-civ-spouse,Husband,Male,0,0,55,>50K
58,9,Never-married,Own-child,Male,0,0,40,<=50K
26,13,Never-married,Not-in-family,Female,0,0,35,<=50K
57,6,Divorced,Other-relative,Female,0,0,70,<=50K
28,9,Married-civ-spouse,Husband,Male,0,1628,60,<=50K
42,9,Separated,Unmarried,Female,0,0,40,<=50K
28,10,Never-married,Not-in-family,Male,2174,0,55,<=50K
39,5,Married-civ-spouse,Husband,Male,0,0,40,<=50K
28,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
42,9,Married-civ-spouse,Husband,Male,4386,0,48,>50K
51,10,Divorced,Unmarried,Female,0,0,50,<=50K
27,10,Never-married,Not-in-family,Female,0,0,39,<=50K
41,9,Divorced,Unmarried,Female,0,0,43,<=50K
28,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
54,10,Divorced,Unmarried,Female,10520,0,30,>50K
49,9,Married-civ-spouse,Wife,Female,0,0,30,<=50K
47,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
27,10,Married-civ-spouse,Husband,Male,0,0,49,<=50K
42,13,Married-civ-spouse,Wife,Female,0,0,45,>50K
32,9,Married-civ-spouse,Wife,Female,0,0,40,<=50K
32,9,Married-civ-spouse,Husband,Male,0,0,41,<=50K
27,14,Never-married,Own-child,Male,0,0,40,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
22,11,Never-married,Not-in-family,Male,0,0,30,<=50K
41,9,Married-civ-spouse,Husband,Male,5178,0,40,>50K
49,10,Married-civ-spouse,Husband,Male,7298,0,40,>50K
58,9,Married-civ-spouse,Husband,Male,0,0,50,<=50K
41,9,Married-civ-spouse,Husband,Male,7688,0,40,>50K
26,5,Married-civ-spouse,Husband,Male,0,0,35,<=50K
21,9,Never-married,Not-in-family,Male,0,0,55,<=50K
37,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
23,13,Never-married,Own-child,Male,0,0,20,<=50K
42,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
25,9,Married-civ-spouse,Own-child,Male,0,0,26,>50K
67,10,Divorced,Not-in-family,Female,0,0,40,<=50K
41,9,Divorced,Not-in-family,Female,0,0,38,<=50K
49,14,Married-civ-spouse,Wife,Female,0,0,50,>50K
18,7,Never-married,Own-child,Male,0,0,35,<=50K
25,3,Married-civ-spouse,Own-child,Male,0,0,40,<=50K
43,15,Divorced,Not-in-family,Male,0,0,50,<=50K
38,16,Married-civ-spouse,Wife,Female,99999,0,36,>50K
65,13,Married-civ-spouse,Husband,Male,0,0,15,<=50K
66,11,Widowed,Not-in-family,Female,0,0,35,<=50K
33,7,Never-married,Not-in-family,Male,0,0,60,<=50K
51,9,Married-civ-spouse,Wife,Female,3411,0,38,<=50K
27,9,Married-civ-spouse,Husband,Male,0,1740,40,<=50K
17,8,Never-married,Own-child,Female,0,0,16,<=50K
32,13,Married-civ-spouse,Husband,Male,15024,0,45,>50K
38,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
43,10,Divorced,Unmarried,Female,0,0,40,<=50K
40,16,Married-civ-spouse,Husband,Male,0,0,40,>50K
63,13,Married-civ-spouse,Husband,Male,0,1740,35,<=50K
42,12,Divorced,Unmarried,Female,0,0,40,<=50K
43,13,Never-married,Not-in-family,Male,0,0,40,>50K
41,15,Married-civ-spouse,Husband,Male,0,2415,45,>50K
17,6,Never-married,Own-child,Male,0,0,20,<=50K
30,9,Never-married,Not-in-family,Male,0,0,40,<=50K
30,13,Never-married,Not-in-family,Male,0,0,50,<=50K
22,10,Never-married,Not-in-family,Male,0,0,25,<=50K
28,9,Never-married,Unmarried,Female,0,0,52,<=50K
24,10,Never-married,Other-relative,Female,0,0,40,<=50K
47,6,Married-civ-spouse,Husband,Male,0,0,40,>50K
34,11,Never-married,Not-in-family,Male,0,0,50,<=50K
26,10,Never-married,Other-relative,Female,0,0,20,<=50K
25,11,Married-civ-spouse,Husband,Male,0,0,75,<=50K
28,13,Never-married,Not-in-family,Male,0,0,45,<=50K
36,9,Never-married,Not-in-family,Female,0,0,40,<=50K
24,13,Never-married,Not-in-family,Male,0,0,40,<=50K
51,13,Married-civ-spouse,Wife,Female,0,0,35,<=50K
44,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
18,8,Never-married,Own-child,Male,0,0,12,<=50K
54,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
61,10,Divorced,Not-in-family,Female,0,0,40,<=50K
51,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
43,4,Married-civ-spouse,Husband,Male,0,0,40,<=50K
51,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
50,9,Married-civ-spouse,Wife,Female,0,0,40,>50K
24,10,Married-civ-spouse,Husband,Male,0,0,30,<=50K
20,10,Married-civ-spouse,Husband,Male,0,0,20,<=50K
52,13,Divorced,Not-in-family,Male,0,0,40,>50K
57,4,Divorced,Not-in-family,Male,0,0,40,<=50K
49,10,Married-civ-spouse,Husband,Male,0,0,60,<=50K
22,7,Never-married,Not-in-family,Female,0,0,40,<=50K
38,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
21,10,Never-married,Own-child,Female,0,0,20,<=50K
39,13,Married-civ-spouse,Husband,Male,0,1887,60,>50K
52,10,Never-married,Own-child,Female,0,0,35,<=50K
25,12,Never-married,Own-child,Female,0,0,40,<=50K
50,10,Married-spouse-absent,Not-in-family,Female,0,0,40,<=50K
35,10,Married-civ-spouse,Husband,Male,0,0,80,<=50K
50,11,Separated,Unmarried,Female,0,0,40,<=50K
58,9,Married-civ-spouse,Husband,Male,0,0,25,<=50K
48,13,Divorced,Not-in-family,Male,0,0,45,<=50K
30,10,Divorced,Not-in-family,Female,0,0,35,<=50K
18,7,Never-married,Own-child,Male,0,0,12,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
52,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
63,9,Married-civ-spouse,Husband,Male,4064,0,40,<=50K
36,14,Married-civ-spouse,Wife,Female,0,0,40,>50K
24,10,Never-married,Own-child,Female,0,0,42,<=50K
30,12,Never-married,Not-in-family,Male,0,0,40,<=50K
23,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
21,13,Never-married,Own-child,Female,0,0,20,<=50K
28,10,Never-married,Not-in-family,Male,0,0,43,<=50K
20,9,Never-married,Own-child,Male,0,0,40,<=50K
18,7,Never-married,Own-child,Male,0,0,20,<=50K
21,10,Never-married,Own-child,Female,0,0,15,<=50K
27,9,Never-married,Not-in-family,Male,0,0,40,<=50K
42,10,Divorced,Not-in-family,Female,0,0,40,<=50K
21,10,Never-married,Own-child,Female,0,0,30,<=50K
51,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
27,13,Never-married,Not-in-family,Female,0,0,40,<=50K
23,9,Never-married,Own-child,Male,0,0,40,<=50K
57,10,Married-civ-spouse,Husband,Male,0,1902,40,>50K
22,13,Never-married,Own-child,Female,0,0,12,<=50K
59,5,Married-civ-spouse,Husband,Male,0,0,60,>50K
38,9,Divorced,Not-in-family,Male,0,0,40,<=50K
20,9,Never-married,Other-relative,Male,0,0,40,<=50K
90,5,Never-married,Not-in-family,Female,0,0,40,<=50K
35,11,Married-civ-spouse,Husband,Male,0,0,40,<=50K
50,9,Married-civ-spouse,Husband,Male,0,0,38,>50K
45,16,Married-civ-spouse,Husband,Male,0,0,50,>50K
44,14,Married-civ-spouse,Husband,Male,0,0,50,>50K
23,12,Never-married,Own-child,Male,0,0,40,<=50K
34,7,Married-civ-spouse,Husband,Male,0,0,40,<=50K
23,13,Divorced,Not-in-family,Female,0,0,43,<=50K
39,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
19,10,Never-married,Not-in-family,Male,0,0,55,<=50K
54,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
40,14,Divorced,Not-in-family,Male,0,0,43,<=50K
44,10,Never-married,Own-child,Male,0,0,50,<=50K
31,10,Married-civ-spouse,Wife,Female,0,0,20,>50K
25,5,Separated,Other-relative,Male,0,0,40,<=50K
33,13,Married-civ-spouse,Wife,Female,0,0,32,>50K
32,9,Never-married,Not-in-family,Male,0,0,60,<=50K
36,6,Married-civ-spouse,Husband,Male,0,0,40,<=50K
47,10,Married-civ-spouse,Husband,Male,0,0,55,>50K
80,14,Widowed,Not-in-family,Female,0,0,10,<=50K
21,10,Never-married,Own-child,Female,0,0,8,<=50K
35,10,Married-civ-spouse,Husband,Male,0,0,60,<=50K
30,9,Married-civ-spouse,Husband,Male,5013,0,40,<=50K
49,4,Married-civ-spouse,Husband,Male,0,0,40,<=50K
33,9,Married-civ-spouse,Wife,Female,0,1740,25,<=50K
53,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
41,9,Divorced,Unmarried,Male,0,0,55,<=50K
57,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
19,10,Never-married,Own-child,Female,0,0,40,<=50K
28,13,Never-married,Own-child,Female,0,0,45,<=50K
42,14,Divorced,Not-in-family,Male,0,2001,60,<=50K
29,10,Married-civ-spouse,Husband,Male,0,0,55,<=50K
26,10,Never-married,Own-child,Male,0,0,20,<=50K
40,10,Divorced,Not-in-family,Female,0,0,40,<=50K
36,16,Never-married,Not-in-family,Male,0,0,40,>50K
28,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
25,13,Never-married,Not-in-family,Female,0,0,20,<=50K
42,9,Married-civ-spouse,Husband,Male,0,0,60,<=50K
32,9,Never-married,Own-child,Male,0,0,40,<=50K
32,12,Never-married,Own-child,Male,0,0,30,<=50K
37,3,Married-civ-spouse,Husband,Male,0,0,40,<=50K
39,9,Married-civ-spouse,Husband,Male,0,0,56,<=50K
49,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
19,9,Never-married,Not-in-family,Female,0,0,40,<=50K
31,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
40,9,Divorced,Not-in-family,Female,0,0,40,<=50K
29,4,Never-married,Own-child,Male,0,0,30,<=50K
59,9,Married-civ-spouse,Husband,Male,0,0,48,<=50K
52,12,Married-civ-spouse,Husband,Male,0,0,40,>50K
27,13,Never-married,Own-child,Male,0,0,40,<=50K
45,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
58,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
53,13,Never-married,Own-child,Male,0,0,40,<=50K
23,9,Never-married,Own-child,Male,0,0,25,<=50K
35,7,Divorced,Other-relative,Male,0,0,40,<=50K
49,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
49,12,Divorced,Not-in-family,Female,0,0,40,<=50K
25,8,Never-married,Not-in-family,Male,0,0,40,<=50K
47,14,Divorced,Unmarried,Female,0,0,50,>50K
28,12,Divorced,Not-in-family,Female,0,0,40,<=50K
20,10,Never-married,Not-in-family,Female,0,0,30,<=50K
19,9,Never-married,Own-child,Male,0,0,24,<=50K
28,9,Married-civ-spouse,Husband,Male,2580,0,40,<=50K
31,10,Divorced,Unmarried,Female,0,0,40,<=50K
30,11,Married-civ-spouse,Husband,Male,0,0,53,<=50K
23,13,Never-married,Own-child,Male,0,0,40,<=50K
25,13,Married-civ-spouse,Wife,Female,0,0,30,>50K
19,9,Never-married,Own-child,Male,0,0,30,<=50K
30,14,Never-married,Not-in-family,Male,0,0,45,>50K
26,9,Never-married,Own-child,Male,0,0,35,<=50K
34,9,Married-civ-spouse,Husband,Male,0,0,45,<=50K
49,13,Divorced,Unmarried,Female,0,0,40,<=50K
35,10,Married-civ-spouse,Husband,Male,0,2042,40,<=50K
38,9,Never-married,Own-child,Female,0,0,40,<=50K
36,9,Married-civ-spouse,Husband,Male,0,0,20,<=50K
33,9,Married-civ-spouse,Husband,Male,0,0,48,>50K
54,10,Never-married,Not-in-family,Female,0,0,40,<=50K
19,9,Never-married,Own-child,Male,0,0,40,<=50K
60,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
28,9,Never-married,Own-child,Male,0,0,40,<=50K
43,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
49,3,Married-civ-spouse,Husband,Male,0,0,40,<=50K
25,13,Never-married,Own-child,Male,0,0,70,<=50K
17,6,Never-married,Own-child,Male,0,0,20,<=50K
41,13,Married-civ-spouse,Husband,Male,0,0,60,>50K
30,10,Married-civ-spouse,Husband,Male,0,0,35,<=50K
90,14,Married-civ-spouse,Husband,Male,20051,0,60,>50K
25,9,Never-married,Other-relative,Male,0,0,40,<=50K
27,11,Married-civ-spouse,Husband,Male,0,0,35,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
31,13,Never-married,Not-in-family,Female,0,0,40,<=50K
43,11,Married-civ-spouse,Husband,Male,0,0,99,<=50K
63,14,Separated,Not-in-family,Female,0,0,40,>50K
46,4,Married-civ-spouse,Husband,Male,0,0,40,<=50K
59,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
42,13,Married-civ-spouse,Wife,Female,0,0,50,>50K
26,13,Never-married,Not-in-family,Female,0,0,20,<=50K
26,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
61,5,Divorced,Not-in-family,Male,0,0,40,>50K
23,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
24,9,Married-civ-spouse,Wife,Female,0,0,40,<=50K
35,13,Divorced,Unmarried,Male,7430,0,40,>50K
42,9,Married-civ-spouse,Husband,Male,0,0,12,<=50K
31,8,Divorced,Unmarried,Female,0,0,21,<=50K
31,9,Married-civ-spouse,Wife,Female,0,0,55,<=50K
63,13,Widowed,Not-in-family,Female,0,0,25,<=50K
29,11,Never-married,Not-in-family,Female,0,1590,64,<=50K
43,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
22,13,Never-married,Not-in-family,Female,0,0,10,<=50K
17,7,Never-married,Own-child,Male,0,0,25,<=50K
23,13,Never-married,Own-child,Male,0,2231,40,>50K
35,5,Divorced,Not-in-family,Male,0,0,45,<=50K
32,9,Divorced,Unmarried,Female,0,0,28,<=50K
50,13,Married-civ-spouse,Husband,Male,15024,0,60,>50K
26,14,Married-spouse-absent,Not-in-family,Female,0,0,40,<=50K
32,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
29,11,Married-civ-spouse,Husband,Male,0,0,50,<=50K
57,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
90,14,Never-married,Not-in-family,Male,0,0,50,>50K
35,11,Divorced,Unmarried,Female,0,0,40,>50K
31,10,Married-civ-spouse,Husband,Male,0,0,60,>50K
60,9,Divorced,Not-in-family,Female,0,0,33,<=50K
21,11,Married-civ-spouse,Other-relative,Female,0,1579,40,<=50K
71,14,Widowed,Not-in-family,Female,0,0,40,<=50K
22,11,Never-married,Own-child,Male,0,0,30,<=50K
50,9,Divorced,Not-in-family,Female,0,0,40,<=50K
37,10,Married-civ-spouse,Husband,Male,0,0,45,>50K
23,9,Never-married,Own-child,Female,0,0,40,<=50K
74,9,Married-civ-spouse,Husband,Male,0,0,30,<=50K
67,10,Married-civ-spouse,Husband,Male,0,1844,70,<=50K
59,10,Married-civ-spouse,Husband,Male,0,0,43,>50K
28,9,Married-civ-spouse,Husband,Male,0,1740,40,<=50K
45,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
63,10,Married-civ-spouse,Husband,Male,0,0,20,<=50K
39,13,Never-married,Not-in-family,Female,0,0,63,<=50K
33,10,Divorced,Unmarried,Female,0,0,40,<=50K
32,13,Never-married,Not-in-family,Male,0,0,40,<=50K
34,13,Married-civ-spouse,Husband,Male,0,1977,45,>50K
39,9,Never-married,Other-relative,Male,0,0,40,<=50K
29,14,Married-civ-spouse,Husband,Male,0,0,36,<=50K
22,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
53,13,Divorced,Not-in-family,Female,13550,0,43,>50K
46,11,Married-civ-spouse,Husband,Male,0,0,42,<=50K
51,10,Married-civ-spouse,Wife,Female,0,0,40,>50K
44,15,Divorced,Not-in-family,Female,2354,0,99,<=50K
56,9,Divorced,Not-in-family,Female,0,0,40,<=50K
27,13,Never-married,Own-child,Female,0,0,40,<=50K
52,5,Married-spouse-absent,Not-in-family,Female,0,0,30,<=50K
39,13,Never-married,Not-in-family,Male,0,0,40,>50K
45,10,Married-civ-spouse,Husband,Male,7688,0,40,>50K
37,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
33,9,Divorced,Own-child,Male,0,0,40,<=50K
46,3,Married-civ-spouse,Wife,Female,0,0,45,<=50K
35,8,Married-civ-spouse,Wife,Female,0,0,50,<=50K
33,9,Married-civ-spouse,Husband,Male,0,0,50,<=50K
48,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
32,9,Divorced,Own-child,Male,0,0,50,<=50K
20,10,Never-married,Own-child,Female,0,0,32,<=50K
35,9,Never-married,Own-child,Male,0,0,60,<=50K
19,9,Never-married,Own-child,Female,0,0,25,<=50K
56,7,Separated,Not-in-family,Female,0,0,40,<=50K
28,13,Never-married,Own-child,Female,0,0,16,<=50K
45,9,Divorced,Unmarried,Female,0,0,40,<=50K
32,11,Married-civ-spouse,Wife,Female,0,0,45,<=50K
44,13,Married-civ-spouse,Husband,Male,0,0,12,<=50K
55,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
34,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
33,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
36,13,Never-married,Own-child,Male,0,0,55,<=50K
25,9,Never-married,Own-child,Female,0,0,40,<=50K
28,13,Never-married,Not-in-family,Male,0,0,40,<=50K
39,13,Married-civ-spouse,Husband,Male,7298,0,55,>50K
53,6,Married-spouse-absent,Not-in-family,Female,0,0,40,<=50K
47,9,Divorced,Not-in-family,Female,3325,0,45,<=50K
49,11,Divorced,Not-in-family,Male,0,0,60,<=50K
22,9,Never-married,Own-child,Male,0,0,40,<=50K
31,10,Never-married,Other-relative,Male,0,0,40,<=50K
44,10,Divorced,Unmarried,Male,0,0,80,<=50K
19,9,Never-married,Own-child,Male,0,0,40,<=50K
37,9,Divorced,Not-in-family,Male,0,0,40,<=50K
23,10,Never-married,Own-child,Male,0,0,25,<=50K
44,15,Married-civ-spouse,Husband,Male,99999,0,65,>50K
54,9,Married-civ-spouse,Wife,Female,0,0,35,<=50K
23,9,Married-civ-spouse,Husband,Male,0,0,38,<=50K
21,10,Never-married,Own-child,Female,0,0,10,<=50K
19,10,Never-married,Own-child,Male,0,0,25,<=50K
51,13,Married-civ-spouse,Husband,Male,0,0,20,>50K
41,13,Married-civ-spouse,Husband,Male,7688,0,50,>50K
61,10,Married-civ-spouse,Husband,Male,15024,0,18,>50K
19,6,Married-spouse-absent,Unmarried,Female,0,0,40,<=50K
22,13,Never-married,Own-child,Male,0,0,40,<=50K
22,9,Never-married,Not-in-family,Female,0,0,40,<=50K
49,4,Married-civ-spouse,Husband,Male,0,0,32,<=50K
35,6,Divorced,Not-in-family,Male,0,0,50,<=50K
38,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
56,11,Married-civ-spouse,Husband,Male,0,0,45,>50K
41,10,Divorced,Not-in-family,Female,0,0,80,<=50K
62,14,Married-civ-spouse,Husband,Male,0,0,45,>50K
27,9,Never-married,Own-child,Male,0,0,40,<=50K
25,9,Never-married,Not-in-family,Male,4416,0,42,<=50K
33,13,Married-civ-spouse,Husband,Male,15024,0,75,>50K
26,9,Never-married,Not-in-family,Female,0,0,40,<=50K
43,9,Divorced,Not-in-family,Male,0,0,45,<=50K
53,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
43,13,Divorced,Not-in-family,Female,0,0,40,<=50K
56,9,Divorced,Unmarried,Male,0,0,35,<=50K
25,13,Married-civ-spouse,Husband,Male,0,0,50,<=50K
60,14,Divorced,Other-relative,Male,0,0,40,<=50K
28,10,Never-married,Not-in-family,Female,0,0,40,<=50K
21,9,Never-married,Unmarried,Male,0,0,40,<=50K
40,13,Never-married,Unmarried,Female,2977,0,40,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
20,10,Never-married,Own-child,Female,0,0,25,<=50K
25,9,Married-civ-spouse,Husband,Male,0,0,80,>50K
18,7,Never-married,Own-child,Female,0,0,10,<=50K
32,12,Married-civ-spouse,Husband,Male,0,0,35,<=50K
27,2,Never-married,Own-child,Male,0,0,35,<=50K
48,9,Widowed,Not-in-family,Female,0,0,16,<=50K
20,10,Never-married,Own-child,Female,0,0,25,<=50K
55,9,Divorced,Not-in-family,Female,0,0,40,<=50K
33,13,Never-married,Not-in-family,Female,0,0,50,>50K
21,10,Never-married,Own-child,Female,0,0,12,<=50K
43,9,Married-civ-spouse,Husband,Male,0,0,30,<=50K
35,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
39,13,Married-civ-spouse,Husband,Male,0,0,35,>50K
19,9,Never-married,Not-in-family,Female,0,0,40,<=50K
25,9,Never-married,Not-in-family,Female,0,0,40,<=50K
44,10,Married-civ-spouse,Husband,Male,0,0,72,>50K
27,12,Never-married,Unmarried,Male,0,0,40,<=50K
39,9,Married-civ-spouse,Wife,Female,0,0,40,>50K
69,6,Never-married,Other-relative,Male,0,0,40,<=50K
34,13,Never-married,Not-in-family,Female,0,0,40,<=50K
37,3,Separated,Unmarried,Female,0,0,40,<=50K
43,13,Divorced,Own-child,Female,0,0,39,<=50K
34,14,Married-civ-spouse,Wife,Female,0,0,40,>50K
31,10,Married-civ-spouse,Husband,Male,0,0,48,<=50K
42,16,Divorced,Not-in-family,Female,8614,0,60,>50K
26,9,Divorced,Unmarried,Female,0,0,30,<=50K
39,10,Separated,Unmarried,Female,0,0,75,<=50K
25,13,Never-married,Own-child,Male,0,0,40,<=50K
54,10,Married-civ-spouse,Husband,Male,0,0,30,<=50K
44,14,Married-civ-spouse,Husband,Male,0,0,60,>50K
34,14,Married-civ-spouse,Husband,Male,7688,0,38,>50K
21,10,Never-married,Not-in-family,Male,0,0,40,<=50K
33,9,Never-married,Not-in-family,Male,0,0,40,<=50K
40,12,Married-civ-spouse,Wife,Female,0,0,40,>50K
44,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
33,12,Divorced,Not-in-family,Male,0,0,56,<=50K
21,10,Never-married,Own-child,Male,0,0,40,<=50K
35,13,Never-married,Not-in-family,Female,0,0,60,<=50K
43,10,Married-civ-spouse,Husband,Male,7298,0,40,>50K
51,14,Married-civ-spouse,Husband,Male,0,0,45,<=50K
29,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
51,9,Separated,Not-in-family,Male,0,0,40,<=50K
35,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
18,7,Never-married,Own-child,Male,0,0,20,<=50K
58,6,Married-civ-spouse,Husband,Male,0,0,50,<=50K
57,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
19,9,Never-married,Own-child,Female,0,0,20,<=50K
37,10,Separated,Unmarried,Female,0,0,40,<=50K
38,9,Married-civ-spouse,Husband,Male,0,0,44,<=50K
45,10,Married-spouse-absent,Not-in-family,Female,0,0,40,<=50K
27,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
38,10,Married-civ-spouse,Husband,Male,0,0,72,<=50K
30,9,Divorced,Not-in-family,Male,0,0,30,<=50K
46,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
60,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
30,9,Separated,Not-in-family,Male,0,0,44,<=50K
47,10,Married-civ-spouse,Husband,Male,7688,0,40,>50K
39,13,Never-married,Not-in-family,Female,0,0,40,<=50K
42,10,Married-civ-spouse,Husband,Male,7298,0,45,>50K
27,10,Divorced,Other-relative,Female,0,0,40,<=50K
44,10,Divorced,Not-in-family,Male,0,0,40,<=50K
33,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
54,13,Never-married,Not-in-family,Male,0,0,50,>50K
58,10,Married-civ-spouse,Husband,Male,0,0,35,<=50K
45,13,Never-married,Not-in-family,Male,0,0,30,<=50K
59,10,Married-civ-spouse,Husband,Male,0,0,50,<=50K
29,12,Never-married,Not-in-family,Female,0,0,50,<=50K
27,9,Never-married,Not-in-family,Female,0,0,40,<=50K
44,14,Married-civ-spouse,Husband,Male,0,0,20,>50K
44,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
33,10,Married-civ-spouse,Husband,Male,0,0,70,>50K
27,9,Never-married,Own-child,Male,0,0,40,<=50K
33,13,Married-civ-spouse,Husband,Male,0,0,55,>50K
55,11,Divorced,Unmarried,Female,0,0,40,<=50K
32,11,Married-civ-spouse,Husband,Male,0,0,60,<=50K
31,11,Married-civ-spouse,Husband,Male,0,0,45,<=50K
57,15,Married-civ-spouse,Husband,Male,99999,0,60,>50K
30,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
28,13,Never-married,Not-in-family,Female,0,0,48,<=50K
30,10,Never-married,Other-relative,Male,0,2258,40,<=50K
29,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
66,9,Never-married,Other-relative,Female,0,0,3,<=50K
60,9,Married-civ-spouse,Husband,Male,0,0,45,>50K
31,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
26,9,Never-married,Other-relative,Male,2597,0,40,<=50K
24,9,Never-married,Own-child,Male,0,0,45,<=50K
29,13,Never-married,Not-in-family,Male,0,0,50,>50K
44,9,Married-civ-spouse,Husband,Male,0,0,45,>50K
34,13,Married-civ-spouse,Husband,Male,0,0,55,>50K
59,13,Married-civ-spouse,Husband,Male,0,1902,43,>50K
23,13,Never-married,Own-child,Male,0,0,24,<=50K
23,7,Never-married,Other-relative,Male,0,0,40,<=50K
55,11,Separated,Unmarried,Female,0,0,35,<=50K
39,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
39,7,Never-married,Not-in-family,Male,0,0,40,<=50K
57,4,Divorced,Unmarried,Male,0,0,75,<=50K
35,9,Divorced,Unmarried,Female,0,0,40,<=50K
39,11,Married-civ-spouse,Husband,Male,0,0,48,>50K
47,9,Married-civ-spouse,Own-child,Female,0,0,38,>50K
53,16,Married-civ-spouse,Husband,Male,0,0,50,>50K
23,10,Never-married,Own-child,Male,0,0,25,<=50K
35,14,Never-married,Not-in-family,Male,0,0,50,>50K
44,10,Divorced,Not-in-family,Female,0,0,40,<=50K
28,9,Never-married,Own-child,Female,0,0,25,<=50K
26,13,Never-married,Not-in-family,Female,0,0,40,<=50K
23,9,Never-married,Not-in-family,Male,0,0,45,<=50K
32,9,Married-civ-spouse,Husband,Male,0,0,25,<=50K
49,10,Married-civ-spouse,Husband,Male,0,0,50,>50K
36,10,Never-married,Own-child,Male,2174,0,60,<=50K
36,9,Divorced,Unmarried,Female,0,0,36,<=50K
21,12,Married-civ-spouse,Wife,Female,0,0,46,>50K
54,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
43,10,Married-spouse-absent,Not-in-family,Female,0,0,40,<=50K
35,10,Divorced,Unmarried,Female,0,0,40,<=50K
31,10,Married-civ-spouse,Husband,Male,0,0,50,>50K
46,10,Married-civ-spouse,Other-relative,Male,0,0,40,<=50K
46,9,Separated,Not-in-family,Female,0,0,40,<=50K
56,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
21,9,Never-married,Own-child,Male,0,0,40,<=50K
51,14,Married-civ-spouse,Husband,Male,0,0,50,>50K
